"","Year","Location","Average_Income_from_All_Sources_collected","Median_Income_from_All_Sources_collected","Number_of_households","Scene","Offence","Measure","Value","Flags"
"677",2006,"Waikato District",1192,1074,130.3,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",35,NA
"678",2006,"Waikato District",1192,1074,130.3,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",658,NA
"679",2006,"Waikato District",1192,1074,130.3,"Total Scene","Robbery, extortion and related offences","Recorded",180,NA
"680",2006,"Waikato District",1192,1074,130.3,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",6099,NA
"681",2006,"Waikato District",1192,1074,130.3,"Total Scene","Theft and related offences","Recorded",12279,NA
"682",2006,"Waikato District",1192,1074,130.3,"Total Scene","Fraud, deception and related offences","Recorded",979,NA
"683",2006,"Waikato District",1192,1074,130.3,"Total Scene","Illicit drug offences","Recorded",1587,NA
"684",2006,"Waikato District",1192,1074,130.3,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",574,NA
"685",2006,"Waikato District",1192,1074,130.3,"Total Scene","Property damage and environmental pollution","Recorded",4288,NA
"686",2006,"Waikato District",1192,1074,130.3,"Total Scene","Public order offences","Recorded",3479,NA
"687",2006,"Waikato District",1192,1074,130.3,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1477,NA
"688",2006,"Waikato District",1192,1074,130.3,"Total Scene","Miscellaneous offences","Recorded",91,NA
"689",2007,"Waikato District",1300,1128,128.5,"Total Scene","Total Offences","Recorded",33290,NA
"690",2007,"Waikato District",1300,1128,128.5,"Total Scene","Homicide and related offences","Recorded",5,NA
"691",2007,"Waikato District",1300,1128,128.5,"Total Scene","Acts intended to cause injury","Recorded",2899,NA
"692",2007,"Waikato District",1300,1128,128.5,"Total Scene","Sexual assault and related offences","Recorded",191,NA
"693",2007,"Waikato District",1300,1128,128.5,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",41,NA
"694",2007,"Waikato District",1300,1128,128.5,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",750,NA
"695",2007,"Waikato District",1300,1128,128.5,"Total Scene","Robbery, extortion and related offences","Recorded",235,NA
"696",2007,"Waikato District",1300,1128,128.5,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",6180,NA
"697",2007,"Waikato District",1300,1128,128.5,"Total Scene","Theft and related offences","Recorded",10949,NA
"698",2007,"Waikato District",1300,1128,128.5,"Total Scene","Fraud, deception and related offences","Recorded",709,NA
"699",2007,"Waikato District",1300,1128,128.5,"Total Scene","Illicit drug offences","Recorded",1605,NA
"700",2007,"Waikato District",1300,1128,128.5,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",551,NA
"701",2007,"Waikato District",1300,1128,128.5,"Total Scene","Property damage and environmental pollution","Recorded",4387,NA
"702",2007,"Waikato District",1300,1128,128.5,"Total Scene","Public order offences","Recorded",3200,NA
"703",2007,"Waikato District",1300,1128,128.5,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1538,NA
"704",2007,"Waikato District",1300,1128,128.5,"Total Scene","Miscellaneous offences","Recorded",50,NA
"705",2008,"Waikato District",1313,1200,130,"Total Scene","Total Offences","Recorded",32056,NA
"706",2008,"Waikato District",1313,1200,130,"Total Scene","Homicide and related offences","Recorded",7,NA
"707",2008,"Waikato District",1313,1200,130,"Total Scene","Acts intended to cause injury","Recorded",3283,NA
"708",2008,"Waikato District",1313,1200,130,"Total Scene","Sexual assault and related offences","Recorded",239,NA
"709",2008,"Waikato District",1313,1200,130,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",63,NA
"710",2008,"Waikato District",1313,1200,130,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",759,NA
"711",2008,"Waikato District",1313,1200,130,"Total Scene","Robbery, extortion and related offences","Recorded",210,NA
"712",2008,"Waikato District",1313,1200,130,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",4902,NA
"713",2008,"Waikato District",1313,1200,130,"Total Scene","Theft and related offences","Recorded",9941,NA
"714",2008,"Waikato District",1313,1200,130,"Total Scene","Fraud, deception and related offences","Recorded",1041,NA
"715",2008,"Waikato District",1313,1200,130,"Total Scene","Illicit drug offences","Recorded",1727,NA
"716",2008,"Waikato District",1313,1200,130,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",615,NA
"717",2008,"Waikato District",1313,1200,130,"Total Scene","Property damage and environmental pollution","Recorded",4500,NA
"718",2008,"Waikato District",1313,1200,130,"Total Scene","Public order offences","Recorded",3092,NA
"719",2008,"Waikato District",1313,1200,130,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1628,NA
"720",2008,"Waikato District",1313,1200,130,"Total Scene","Miscellaneous offences","Recorded",49,NA
"721",2009,"Waikato District",1342,1197,133,"Total Scene","Total Offences","Recorded",35384,NA
"722",2009,"Waikato District",1342,1197,133,"Total Scene","Homicide and related offences","Recorded",8,NA
"723",2009,"Waikato District",1342,1197,133,"Total Scene","Acts intended to cause injury","Recorded",3916,NA
"724",2009,"Waikato District",1342,1197,133,"Total Scene","Sexual assault and related offences","Recorded",223,NA
"725",2009,"Waikato District",1342,1197,133,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",41,NA
"726",2009,"Waikato District",1342,1197,133,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1104,NA
"727",2009,"Waikato District",1342,1197,133,"Total Scene","Robbery, extortion and related offences","Recorded",233,NA
"728",2009,"Waikato District",1342,1197,133,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",5746,NA
"729",2009,"Waikato District",1342,1197,133,"Total Scene","Theft and related offences","Recorded",11113,NA
"730",2009,"Waikato District",1342,1197,133,"Total Scene","Fraud, deception and related offences","Recorded",731,NA
"731",2009,"Waikato District",1342,1197,133,"Total Scene","Illicit drug offences","Recorded",2183,NA
"732",2009,"Waikato District",1342,1197,133,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",656,NA
"733",2009,"Waikato District",1342,1197,133,"Total Scene","Property damage and environmental pollution","Recorded",4167,NA
"734",2009,"Waikato District",1342,1197,133,"Total Scene","Public order offences","Recorded",3385,NA
"735",2009,"Waikato District",1342,1197,133,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1809,NA
"736",2009,"Waikato District",1342,1197,133,"Total Scene","Miscellaneous offences","Recorded",69,NA
"737",2010,"Waikato District",1308,1151,133.4,"Total Scene","Total Offences","Recorded",34764,NA
"738",2010,"Waikato District",1308,1151,133.4,"Total Scene","Homicide and related offences","Recorded",7,NA
"739",2010,"Waikato District",1308,1151,133.4,"Total Scene","Acts intended to cause injury","Recorded",3872,NA
"740",2010,"Waikato District",1308,1151,133.4,"Total Scene","Sexual assault and related offences","Recorded",275,NA
"741",2010,"Waikato District",1308,1151,133.4,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",53,NA
"742",2010,"Waikato District",1308,1151,133.4,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1133,NA
"743",2010,"Waikato District",1308,1151,133.4,"Total Scene","Robbery, extortion and related offences","Recorded",225,NA
"744",2010,"Waikato District",1308,1151,133.4,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",5281,NA
"745",2010,"Waikato District",1308,1151,133.4,"Total Scene","Theft and related offences","Recorded",11002,NA
"746",2010,"Waikato District",1308,1151,133.4,"Total Scene","Fraud, deception and related offences","Recorded",542,NA
"747",2010,"Waikato District",1308,1151,133.4,"Total Scene","Illicit drug offences","Recorded",2107,NA
"748",2010,"Waikato District",1308,1151,133.4,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",539,NA
"749",2010,"Waikato District",1308,1151,133.4,"Total Scene","Property damage and environmental pollution","Recorded",4404,NA
"750",2010,"Waikato District",1308,1151,133.4,"Total Scene","Public order offences","Recorded",3464,NA
"751",2010,"Waikato District",1308,1151,133.4,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1788,NA
"752",2010,"Waikato District",1308,1151,133.4,"Total Scene","Miscellaneous offences","Recorded",72,NA
"753",2011,"Waikato District",1368,1150,133.9,"Total Scene","Total Offences","Recorded",35355,NA
"754",2011,"Waikato District",1368,1150,133.9,"Total Scene","Homicide and related offences","Recorded",8,NA
"755",2011,"Waikato District",1368,1150,133.9,"Total Scene","Acts intended to cause injury","Recorded",3737,NA
"756",2011,"Waikato District",1368,1150,133.9,"Total Scene","Sexual assault and related offences","Recorded",351,NA
"757",2011,"Waikato District",1368,1150,133.9,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",65,NA
"758",2011,"Waikato District",1368,1150,133.9,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1113,NA
"759",2011,"Waikato District",1368,1150,133.9,"Total Scene","Robbery, extortion and related offences","Recorded",214,NA
"760",2011,"Waikato District",1368,1150,133.9,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",6077,NA
"761",2011,"Waikato District",1368,1150,133.9,"Total Scene","Theft and related offences","Recorded",11143,NA
"762",2011,"Waikato District",1368,1150,133.9,"Total Scene","Fraud, deception and related offences","Recorded",697,NA
"763",2011,"Waikato District",1368,1150,133.9,"Total Scene","Illicit drug offences","Recorded",2053,NA
"764",2011,"Waikato District",1368,1150,133.9,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",558,NA
"765",2011,"Waikato District",1368,1150,133.9,"Total Scene","Property damage and environmental pollution","Recorded",4342,NA
"766",2011,"Waikato District",1368,1150,133.9,"Total Scene","Public order offences","Recorded",3358,NA
"767",2011,"Waikato District",1368,1150,133.9,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1563,NA
"768",2011,"Waikato District",1368,1150,133.9,"Total Scene","Miscellaneous offences","Recorded",76,NA
"769",2012,"Waikato District",1499,1219,133.2,"Total Scene","Total Offences","Recorded",32693,NA
"770",2012,"Waikato District",1499,1219,133.2,"Total Scene","Homicide and related offences","Recorded",7,NA
"771",2012,"Waikato District",1499,1219,133.2,"Total Scene","Acts intended to cause injury","Recorded",3432,NA
"772",2012,"Waikato District",1499,1219,133.2,"Total Scene","Sexual assault and related offences","Recorded",296,NA
"773",2012,"Waikato District",1499,1219,133.2,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",63,NA
"774",2012,"Waikato District",1499,1219,133.2,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",1019,NA
"775",2012,"Waikato District",1499,1219,133.2,"Total Scene","Robbery, extortion and related offences","Recorded",166,NA
"776",2012,"Waikato District",1499,1219,133.2,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",5740,NA
"777",2012,"Waikato District",1499,1219,133.2,"Total Scene","Theft and related offences","Recorded",9422,NA
"778",2012,"Waikato District",1499,1219,133.2,"Total Scene","Fraud, deception and related offences","Recorded",717,NA
"779",2012,"Waikato District",1499,1219,133.2,"Total Scene","Illicit drug offences","Recorded",1865,NA
"780",2012,"Waikato District",1499,1219,133.2,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",491,NA
"781",2012,"Waikato District",1499,1219,133.2,"Total Scene","Property damage and environmental pollution","Recorded",3880,NA
"782",2012,"Waikato District",1499,1219,133.2,"Total Scene","Public order offences","Recorded",4103,NA
"783",2012,"Waikato District",1499,1219,133.2,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1421,NA
"784",2012,"Waikato District",1499,1219,133.2,"Total Scene","Miscellaneous offences","Recorded",71,NA
"785",2013,"Waikato District",1428,1244,136.3,"Total Scene","Total Offences","Recorded",32218,NA
