"","Location","Scene","Offence","Year","Measure","Value","Flags"
"325","Waitemata District","Total Scene","Miscellaneous offences",2003,"Recorded",146,NA
"326","Waitemata District","Total Scene","Miscellaneous offences",2004,"Recorded",78,NA
"327","Waitemata District","Total Scene","Miscellaneous offences",2005,"Recorded",69,NA
"328","Waitemata District","Total Scene","Miscellaneous offences",2006,"Recorded",71,NA
"329","Waitemata District","Total Scene","Miscellaneous offences",2007,"Recorded",101,NA
"330","Waitemata District","Total Scene","Miscellaneous offences",2008,"Recorded",108,NA
"331","Waitemata District","Total Scene","Miscellaneous offences",2009,"Recorded",105,NA
"332","Waitemata District","Total Scene","Miscellaneous offences",2010,"Recorded",106,NA
"333","Waitemata District","Total Scene","Miscellaneous offences",2011,"Recorded",92,NA
"334","Waitemata District","Total Scene","Miscellaneous offences",2012,"Recorded",77,NA
"335","Waitemata District","Total Scene","Miscellaneous offences",2013,"Recorded",101,NA
"336","Waitemata District","Total Scene","Miscellaneous offences",2014,"Recorded",90,NA
"337","Northland District","Total Scene","Total Offences",1994,"Recorded",16630,NA
"338","Northland District","Total Scene","Total Offences",1995,"Recorded",15777,NA
"339","Northland District","Total Scene","Total Offences",1996,"Recorded",16383,NA
"340","Northland District","Total Scene","Total Offences",1997,"Recorded",15646,NA
"341","Northland District","Total Scene","Total Offences",1998,"Recorded",15727,NA
"342","Northland District","Total Scene","Total Offences",1999,"Recorded",16544,NA
"343","Northland District","Total Scene","Total Offences",2000,"Recorded",16551,NA
"344","Northland District","Total Scene","Total Offences",2001,"Recorded",16302,NA
"345","Northland District","Total Scene","Total Offences",2002,"Recorded",17272,NA
"346","Northland District","Total Scene","Total Offences",2003,"Recorded",16170,NA
"347","Northland District","Total Scene","Total Offences",2004,"Recorded",15080,NA
"348","Northland District","Total Scene","Total Offences",2005,"Recorded",15443,NA
"349","Northland District","Total Scene","Total Offences",2006,"Recorded",15146,NA
"350","Northland District","Total Scene","Total Offences",2007,"Recorded",15885,NA
"351","Northland District","Total Scene","Total Offences",2008,"Recorded",15875,NA
"352","Northland District","Total Scene","Total Offences",2009,"Recorded",17153,NA
"353","Northland District","Total Scene","Total Offences",2010,"Recorded",16994,NA
"354","Northland District","Total Scene","Total Offences",2011,"Recorded",15211,NA
"355","Northland District","Total Scene","Total Offences",2012,"Recorded",15355,NA
"356","Northland District","Total Scene","Total Offences",2013,"Recorded",15588,NA
"357","Northland District","Total Scene","Total Offences",2014,"Recorded",14897,NA
"358","Northland District","Total Scene","Homicide and related offences",1994,"Recorded",4,NA
"359","Northland District","Total Scene","Homicide and related offences",1995,"Recorded",7,NA
"360","Northland District","Total Scene","Homicide and related offences",1996,"Recorded",5,NA
"361","Northland District","Total Scene","Homicide and related offences",1998,"Recorded",3,NA
"362","Northland District","Total Scene","Homicide and related offences",1999,"Recorded",11,NA
"363","Northland District","Total Scene","Homicide and related offences",2000,"Recorded",4,NA
"364","Northland District","Total Scene","Homicide and related offences",2001,"Recorded",5,NA
"365","Northland District","Total Scene","Homicide and related offences",2002,"Recorded",2,NA
"366","Northland District","Total Scene","Homicide and related offences",2003,"Recorded",6,NA
"367","Northland District","Total Scene","Homicide and related offences",2004,"Recorded",1,NA
"368","Northland District","Total Scene","Homicide and related offences",2005,"Recorded",2,NA
"369","Northland District","Total Scene","Homicide and related offences",2006,"Recorded",4,NA
"370","Northland District","Total Scene","Homicide and related offences",2007,"Recorded",4,NA
"371","Northland District","Total Scene","Homicide and related offences",2008,"Recorded",4,NA
"372","Northland District","Total Scene","Homicide and related offences",2009,"Recorded",4,NA
"373","Northland District","Total Scene","Homicide and related offences",2010,"Recorded",2,NA
"374","Northland District","Total Scene","Homicide and related offences",2011,"Recorded",2,NA
"375","Northland District","Total Scene","Homicide and related offences",2012,"Recorded",4,NA
"376","Northland District","Total Scene","Homicide and related offences",2013,"Recorded",6,NA
"377","Northland District","Total Scene","Homicide and related offences",2014,"Recorded",3,NA
"378","Northland District","Total Scene","Acts intended to cause injury",1994,"Recorded",1338,NA
"379","Northland District","Total Scene","Acts intended to cause injury",1995,"Recorded",1358,NA
"380","Northland District","Total Scene","Acts intended to cause injury",1996,"Recorded",1296,NA
"381","Northland District","Total Scene","Acts intended to cause injury",1997,"Recorded",1140,NA
"382","Northland District","Total Scene","Acts intended to cause injury",1998,"Recorded",1234,NA
"383","Northland District","Total Scene","Acts intended to cause injury",1999,"Recorded",1273,NA
"384","Northland District","Total Scene","Acts intended to cause injury",2000,"Recorded",1360,NA
"385","Northland District","Total Scene","Acts intended to cause injury",2001,"Recorded",1386,NA
"386","Northland District","Total Scene","Acts intended to cause injury",2002,"Recorded",1393,NA
"387","Northland District","Total Scene","Acts intended to cause injury",2003,"Recorded",1451,NA
"388","Northland District","Total Scene","Acts intended to cause injury",2004,"Recorded",1444,NA
"389","Northland District","Total Scene","Acts intended to cause injury",2005,"Recorded",1448,NA
"390","Northland District","Total Scene","Acts intended to cause injury",2006,"Recorded",1539,NA
"391","Northland District","Total Scene","Acts intended to cause injury",2007,"Recorded",1827,NA
"392","Northland District","Total Scene","Acts intended to cause injury",2008,"Recorded",1918,NA
"393","Northland District","Total Scene","Acts intended to cause injury",2009,"Recorded",1994,NA
"394","Northland District","Total Scene","Acts intended to cause injury",2010,"Recorded",1999,NA
"395","Northland District","Total Scene","Acts intended to cause injury",2011,"Recorded",1916,NA
"396","Northland District","Total Scene","Acts intended to cause injury",2012,"Recorded",2198,NA
"397","Northland District","Total Scene","Acts intended to cause injury",2013,"Recorded",2109,NA
"398","Northland District","Total Scene","Acts intended to cause injury",2014,"Recorded",1778,NA
"399","Northland District","Total Scene","Sexual assault and related offences",1994,"Recorded",122,NA
"400","Northland District","Total Scene","Sexual assault and related offences",1995,"Recorded",95,NA
"401","Northland District","Total Scene","Sexual assault and related offences",1996,"Recorded",117,NA
"402","Northland District","Total Scene","Sexual assault and related offences",1997,"Recorded",98,NA
"403","Northland District","Total Scene","Sexual assault and related offences",1998,"Recorded",114,NA
"404","Northland District","Total Scene","Sexual assault and related offences",1999,"Recorded",101,NA
"405","Northland District","Total Scene","Sexual assault and related offences",2000,"Recorded",101,NA
"406","Northland District","Total Scene","Sexual assault and related offences",2001,"Recorded",89,NA
"407","Northland District","Total Scene","Sexual assault and related offences",2002,"Recorded",125,NA
"408","Northland District","Total Scene","Sexual assault and related offences",2003,"Recorded",79,NA
"409","Northland District","Total Scene","Sexual assault and related offences",2004,"Recorded",94,NA
"410","Northland District","Total Scene","Sexual assault and related offences",2005,"Recorded",110,NA
"411","Northland District","Total Scene","Sexual assault and related offences",2006,"Recorded",104,NA
"412","Northland District","Total Scene","Sexual assault and related offences",2007,"Recorded",106,NA
"413","Northland District","Total Scene","Sexual assault and related offences",2008,"Recorded",139,NA
"414","Northland District","Total Scene","Sexual assault and related offences",2009,"Recorded",136,NA
"415","Northland District","Total Scene","Sexual assault and related offences",2010,"Recorded",121,NA
"416","Northland District","Total Scene","Sexual assault and related offences",2011,"Recorded",162,NA
"417","Northland District","Total Scene","Sexual assault and related offences",2012,"Recorded",210,NA
"418","Northland District","Total Scene","Sexual assault and related offences",2013,"Recorded",180,NA
"419","Northland District","Total Scene","Sexual assault and related offences",2014,"Recorded",232,NA
"420","Northland District","Total Scene","Dangerous or negligent acts endangering persons",1994,"Recorded",30,NA
"421","Northland District","Total Scene","Dangerous or negligent acts endangering persons",1995,"Recorded",45,NA
"422","Northland District","Total Scene","Dangerous or negligent acts endangering persons",1996,"Recorded",37,NA
"423","Northland District","Total Scene","Dangerous or negligent acts endangering persons",1997,"Recorded",49,NA
"424","Northland District","Total Scene","Dangerous or negligent acts endangering persons",1998,"Recorded",37,NA
"425","Northland District","Total Scene","Dangerous or negligent acts endangering persons",1999,"Recorded",22,NA
"426","Northland District","Total Scene","Dangerous or negligent acts endangering persons",2000,"Recorded",35,NA
"427","Northland District","Total Scene","Dangerous or negligent acts endangering persons",2001,"Recorded",36,NA
"428","Northland District","Total Scene","Dangerous or negligent acts endangering persons",2002,"Recorded",27,NA
"429","Northland District","Total Scene","Dangerous or negligent acts endangering persons",2003,"Recorded",35,NA
"430","Northland District","Total Scene","Dangerous or negligent acts endangering persons",2004,"Recorded",29,NA
"431","Northland District","Total Scene","Dangerous or negligent acts endangering persons",2005,"Recorded",23,NA
"432","Northland District","Total Scene","Dangerous or negligent acts endangering persons",2006,"Recorded",24,NA
"433","Northland District","Total Scene","Dangerous or negligent acts endangering persons",2007,"Recorded",20,NA
